Number,Question,Image_path,Answer
92,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：股骨干骨折
B：股骨转子间骨折
C：股骨头坏死 
D：髋关节发育不良
E：股骨颈骨折",hip/36.JPG,B
93,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：股骨颈骨折
B：股骨干骨折
C：股骨转子间骨折 
D：股骨头坏死
E：髋关节发育不良",hip/37.JPG,C
94,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：髋关节发育不良
B：股骨颈骨折
C：股骨干骨折 
D：股骨转子间骨折
E：股骨头坏死",hip/38.JPG,D
95,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：股骨头坏死
B：髋关节发育不良
C：股骨颈骨折 
D：股骨干骨折
E：股骨转子间骨折",hip/39.JPG,D
96,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：股骨转子间骨折
B：股骨头坏死
C：髋骨关节炎
D：股骨颈骨折
E：股骨干骨折",hip/40.JPG,C
97,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：粘连性肩关节囊炎
B：锁骨骨折
C：肩关节脱位 
D：肩关节盂唇损伤
E：肩袖撕裂",shoulder/1.PNG,E
98,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩袖撕裂
B：粘连性肩关节囊炎
C：锁骨骨折 
D：肩关节脱位
E：肩关节盂唇损伤",shoulder/2.PNG,A
99,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节盂唇损伤
B：肩袖撕裂
C：粘连性肩关节囊炎 
D：锁骨骨折
E：肩关节脱位",shoulder/3.PNG,B
100,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节脱位
B：肩关节盂唇损伤
C：肩袖撕裂 
D：粘连性肩关节囊炎
E：锁骨骨折",shoulder/4.PNG,C
101,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：锁骨骨折
B：肩关节脱位
C：肩关节盂唇损伤 
D：肩袖撕裂
E：粘连性肩关节囊炎",shoulder/5.PNG,D
102,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：粘连性肩关节囊炎
B：锁骨骨折
C：肩关节脱位 
D：肩关节盂唇损伤
E：肩袖撕裂",shoulder/6.PNG,E
103,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩袖撕裂
B：粘连性肩关节囊炎
C：锁骨骨折 
D：肩关节脱位
E：肩关节盂唇损伤",shoulder/7.PNG,A
104,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节盂唇损伤
B：肩袖撕裂
C：粘连性肩关节囊炎 
D：锁骨骨折
E：肩关节脱位",shoulder/8.JPG,B
105,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节脱位
B：肩关节盂唇损伤
C：肩袖撕裂 
D：粘连性肩关节囊炎
E：锁骨骨折",shoulder/9.JPG,C
106,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：锁骨骨折
B：肩关节脱位
C：肩关节盂唇损伤 
D：肩袖撕裂
E：粘连性肩关节囊炎",shoulder/10.JPG,D
107,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：粘连性肩关节囊炎
B：锁骨骨折
C：肩关节脱位 
D：肩关节盂唇损伤
E：肩袖撕裂",shoulder/11.PNG,E
108,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩袖撕裂
B：粘连性肩关节囊炎
C：锁骨骨折 
D：肩关节脱位
E：肩关节盂唇损伤",shoulder/12.PNG,A
109,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节盂唇损伤
B：肩袖撕裂
C：粘连性肩关节囊炎 
D：锁骨骨折
E：肩关节脱位",shoulder/13.PNG,E
110,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节脱位
B：肩关节盂唇损伤
C：肩袖撕裂 
D：粘连性肩关节囊炎
E：锁骨骨折",shoulder/14.PNG,A
111,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：锁骨骨折
B：肩关节脱位
C：肩关节盂唇损伤 
D：肩袖撕裂
E：粘连性肩关节囊炎",shoulder/15.JPG,B
112,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：粘连性肩关节囊炎
B：锁骨骨折
C：肩关节脱位 
D：肩关节盂唇损伤
E：肩袖撕裂",shoulder/16.JPG,C
113,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩袖撕裂
B：粘连性肩关节囊炎
C：锁骨骨折 
D：肩关节脱位
E：肩关节盂唇损伤",shoulder/17.JPG,D
114,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节盂唇损伤
B：肩袖撕裂
C：粘连性肩关节囊炎 
D：锁骨骨折
E：肩关节脱位",shoulder/18.JPG,E
115,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节脱位
B：肩关节盂唇损伤
C：肩袖撕裂 
D：粘连性肩关节囊炎
E：锁骨骨折",shoulder/19.JPG,A
116,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：锁骨骨折
B：肩关节脱位
C：肩关节盂唇损伤 
D：肩袖撕裂
E：粘连性肩关节囊炎",shoulder/20.JPG,B
117,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：粘连性肩关节囊炎
B：锁骨骨折
C：肩关节脱位 
D：肩关节盂唇损伤
E：肩袖撕裂",shoulder/21.JPG,C
118,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩袖撕裂
B：粘连性肩关节囊炎
C：锁骨骨折 
D：肩关节脱位
E：肩关节盂唇损伤",shoulder/22.JPG,D
119,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节盂唇损伤
B：肩袖撕裂
C：粘连性肩关节囊炎 
D：锁骨骨折
E：肩关节脱位",shoulder/23.JPG,C
120,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节脱位
B：肩关节盂唇损伤
C：肩袖撕裂 
D：粘连性肩关节囊炎
E：锁骨骨折",shoulder/24.JPG,D
121,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：锁骨骨折
B：肩关节脱位
C：肩关节盂唇损伤 
D：肩袖撕裂
E：粘连性肩关节囊炎",shoulder/25.JPG,E
122,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：粘连性肩关节囊炎
B：锁骨骨折
C：肩关节脱位 
D：肩关节盂唇损伤
E：肩袖撕裂",shoulder/26.JPG,A
123,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肱骨骨折
B：粘连性肩关节囊炎
C：锁骨骨折 
D：肩关节脱位
E：肩关节盂唇损伤",shoulder/27.JPG,B
124,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节盂唇损伤
B：肩袖撕裂
C：粘连性肩关节囊炎 
D：锁骨骨折
E：肩关节脱位",shoulder/28.PNG,A
125,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩关节脱位
B：肩关节盂唇损伤
C：肩袖撕裂 
D：粘连性肩关节囊炎
E：锁骨骨折",shoulder/29.JPG,B
126,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：锁骨骨折
B：肩关节脱位
C：肩关节盂唇损伤 
D：肩袖撕裂
E：粘连性肩关节囊炎",shoulder/30.JPG,C
127,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：粘连性肩关节囊炎
B：锁骨骨折
C：肩关节脱位 
D：肩关节盂唇损伤
E：肩袖撕裂",shoulder/31.JPG,D
128,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肩袖撕裂
B：粘连性肩关节囊炎
C：锁骨骨折 
D：肩关节脱位
E：肩关节盂唇损伤",shoulder/32.JPG,E
129,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：距腓前韧带损伤
B：三角韧带损伤
C：距骨骨软骨损伤 
D：踝管综合征
E：跟腱断裂",ankle/1.JPG,A
130,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：三角韧带损伤
B：距骨骨软骨损伤
C：踝管综合征 
D：跟腱断裂
E：距腓前韧带损伤",ankle/2.JPG,E
131,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：距骨骨软骨损伤
B：踝管综合征
C：跟腱断裂 
D：距腓前韧带损伤
E：三角韧带损伤",ankle/3.JPG,D
132,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：踝管综合征
B：跟腱断裂
C：距腓前韧带损伤 
D：三角韧带损伤
E：距骨骨软骨损伤",ankle/4.JPG,C
133,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：跟腱断裂
B：距腓前韧带损伤
C：三角韧带损伤 
D：距骨骨软骨损伤
E：踝管综合征",ankle/5.JPG,B
134,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：距腓前韧带损伤
B：三角韧带损伤
C：距骨骨软骨损伤 
D：踝管综合征
E：跟腱断裂",ankle/6.JPG,A
135,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：三角韧带损伤
B：距骨骨软骨损伤
C：踝管综合征 
D：跟腱断裂
E：距腓前韧带损伤",ankle/7.JPG,E
136,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：距骨骨软骨损伤
B：踝管综合征
C：跟腱断裂 
D：距腓前韧带损伤
E：三角韧带损伤",ankle/8.JPG,D
137,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：踝管综合征
B：跟腱断裂
C：距腓前韧带损伤 
D：三角韧带损伤
E：距骨骨软骨损伤",ankle/9.JPG,C
138,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：跟腱断裂
B：距腓前韧带损伤
C：三角韧带损伤 
D：距骨骨软骨损伤
E：踝管综合征",ankle/10.JPG,B
139,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：距腓前韧带损伤
B：外踝骨折
C：距骨骨软骨损伤 
D：踝管综合征
E：跟腱断裂",ankle/11.JPG,C
140,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：三角韧带损伤
B：距骨骨软骨损伤
C：踝管综合征 
D：跟腱断裂
E：距腓前韧带损伤",ankle/12.JPG,A
141,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：距骨骨软骨损伤
B：踝管综合征
C：跟腱断裂 
D：距腓前韧带损伤
E：三角韧带损伤",ankle/13.JPG,E
142,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：踝管综合征
B：跟腱断裂
C：距腓前韧带损伤 
D：踝骨关节炎
E：距骨骨软骨损伤",ankle/14.JPG,D
143,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：跟腱断裂
B：后踝骨折
C：三角韧带损伤 
D：距骨骨软骨损伤
E：踝管综合征",ankle/15.JPG,C
144,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：距腓前韧带损伤
B：三角韧带损伤
C：距骨骨软骨损伤 
D：踝管综合征
E：跟腱断裂",ankle/16.JPG,C
145,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：三角韧带损伤
B：距骨骨软骨损伤
C：踝管综合征 
D：跟腱断裂
E：距腓前韧带损伤",ankle/17.JPG,B
146,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：距骨骨软骨损伤
B：踝管综合征
C：跟腱断裂 
D：距腓前韧带损伤
E：三角韧带损伤",ankle/18.JPG,A
147,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：踝管综合征
B：跟腱断裂
C：距腓前韧带损伤 
D：三角韧带损伤
E：距骨骨软骨损伤",ankle/19.JPG,E
148,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：跟腱断裂
B：距腓前韧带损伤
C：三角韧带损伤 
D：距骨骨软骨损伤
E：踝管综合征",ankle/20.JPG,D
149,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：距腓前韧带损伤
B：三角韧带损伤
C：距骨骨软骨损伤 
D：踝管综合征
E：跟腱断裂",ankle/21.JPG,E
150,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：三角韧带损伤
B：距骨骨软骨损伤
C：踝管综合征 
D：跟腱断裂
E：距腓前韧带损伤",ankle/22.JPG,D
151,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：距骨骨软骨损伤
B：踝管综合征
C：跟腱断裂 
D：距腓前韧带损伤
E：三角韧带损伤",ankle/23.JPG,C
152,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：踝管综合征
B：跟腱断裂
C：距腓前韧带损伤 
D：三角韧带损伤
E：距骨骨软骨损伤",ankle/24.JPG,B
153,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：跟腱断裂
B：距腓前韧带损伤
C：三角韧带损伤 
D：距骨骨软骨损伤
E：踝管综合征",ankle/25.JPG,A
154,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：股骨颈骨折
B：胫腓骨骨折
C：股骨干骨折 
D：跖骨骨折
E：外踝骨折",ankle/26.JPG,B
155,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：外踝骨折
B：股骨颈骨折
C：胫腓骨骨折 
D：股骨干骨折
E：跖骨骨折",ankle/27.JPG,C
156,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：跖骨骨折
B：外踝骨折
C：股骨颈骨折 
D：胫腓骨骨折
E：股骨干骨折",ankle/28.JPG,A
157,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：股骨干骨折
B：跖骨骨折
C：外踝骨折 
D：股骨颈骨折
E：胫腓骨骨折",ankle/29.JPG,B
158,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：胫腓骨骨折
B：股骨干骨折
C：跖骨骨折 
D：外踝骨折
E：股骨颈骨折",ankle/30.JPG,D
159,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘关节脱位
B：肱骨外上髁炎
C：桡骨小头半脱位 
D：肘管综合征
E：肘关节骨折",elbow/1.JPG,B
160,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘关节骨折
B：肘关节脱位
C：肱骨外上髁炎 
D：桡骨小头半脱位
E：肘管综合征",elbow/2.JPG,C
161,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘管综合征
B：肘关节骨折
C：肘关节脱位 
D：肱骨外上髁炎
E：桡骨小头半脱位",elbow/3.JPG,D
162,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：桡骨小头半脱位
B：肘管综合征
C：肘关节骨折 
D：肘关节脱位
E：肱骨外上髁炎",elbow/4.JPG,E
163,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肱骨外上髁炎
B：桡骨小头半脱位
C：肘管综合征 
D：肘关节骨折
E：肘关节脱位",elbow/5.JPG,A
164,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘关节脱位
B：肱骨外上髁炎
C：桡骨小头半脱位 
D：肘管综合征
E：肘关节骨折",elbow/6.JPG,B
165,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘关节骨折
B：肘关节脱位
C：肱骨外上髁炎 
D：桡骨小头半脱位
E：肘管综合征",elbow/7.JPG,C
166,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘管综合征
B：肘关节骨折
C：肘关节脱位 
D：肱骨外上髁炎
E：桡骨小头半脱位",elbow/8.JPG,D
167,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：桡骨小头半脱位
B：肘管综合征
C：肘关节骨折 
D：肘关节脱位
E：肱骨外上髁炎",elbow/9.JPG,E
168,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肱骨外上髁炎
B：桡骨小头半脱位
C：肘管综合征 
D：肘关节骨折
E：肘关节脱位",elbow/10.JPG,A
169,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘关节脱位
B：肱骨外上髁炎
C：桡骨小头半脱位 
D：肘管综合征
E：肘关节骨折术后",elbow/11.PNG,E
170,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘关节骨折
B：肘关节脱位
C：肱骨外上髁炎 
D：桡骨小头半脱位
E：类风湿性关节炎",elbow/12.JPG,E
171,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘管综合征
B：肘关节骨折
C：肘关节脱位 
D：肱骨外上髁炎
E：桡骨小头半脱位",elbow/13.PNG,C
172,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：桡骨小头半脱位
B：肘管综合征
C：肘关节骨折 
D：肘关节脱位
E：肘骨关节炎",elbow/14.PNG,E
173,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘骨关节炎
B：桡骨小头半脱位
C：肘管综合征 
D：肘关节骨折
E：肘关节脱位",elbow/15.JPG,A
174,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘管综合征
B：肘关节骨折
C：肘关节脱位 
D：肱骨外上髁炎
E：桡骨小头半脱位",elbow/16.JPG,E
175,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：桡骨小头半脱位
B：肘管综合征
C：肘关节骨折 
D：肘关节脱位
E：肘骨关节炎",elbow/17.JPG,A
176,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肘骨关节炎
B：桡骨小头半脱位
C：肘管综合征 
D：肘关节骨折
E：肘关节脱位",elbow/18.JPG,B
177,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：冠突骨折
B：肱骨干骨折
C：尺骨鹰嘴骨折 
D：肱骨小头滑车骨折
E：桡骨干骨折",elbow/19.JPG,A
178,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：桡骨干骨折
B：冠突骨折
C：肱骨干骨折 
D：尺骨鹰嘴骨折
E：肱骨小头滑车骨折",elbow/20.JPG,D
179,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肱骨小头滑车骨折
B：桡骨干骨折
C：冠突骨折 
D：肱骨干骨折
E：尺骨鹰嘴骨折",elbow/21.JPG,E
180,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：尺骨鹰嘴骨折
B：肱骨小头滑车骨折
C：桡骨干骨折 
D：冠突骨折
E：肱骨干骨折",elbow/22.JPG,B
181,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：肱骨干骨折
B：尺骨鹰嘴骨折
C：肱骨小头滑车骨折 
D：桡骨干骨折
E：冠突骨折",elbow/23.JPG,C
182,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：三角纤维软骨复合体损伤
B：桡骨远端骨折
C：狭窄性腱鞘炎 
D：掌骨骨折
E：腕管综合征",wrist/1.JPG,A
183,"请根据患者的影像学检查图片，回答问题，单选题，从中选择一个最佳答案，要求只输出选项，不输出解释：
根据影像学检查结果，请问该患者最可能的影像学诊断是：
A：腕管综合征
B：三角纤维软骨复合体损伤
C：桡骨远端骨折 
D：狭窄性腱鞘炎
E：掌骨骨折",wrist/2.JPG,B
