Number,question,image_path,MiniCPM-V-2.6,Llama-3.2-Vision,GLM-4v-9B,Qwen2-VL,GPT_4o,Gemini-3.1-Pro,Qwen3.5-35b-a3b,GPT-5.2
106,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/10.jpg,1,0,1,1,1,0,0,1
107,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/11.png,1,0,1,1,1,1,1,1
108,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/12.png,1,1,1,1,1,1,1,1
109,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/13.png,0,1,0,1,1,1,1,1
110,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/14.png,1,1,1,0,1,1,1,0
111,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/15.jpg,1,1,1,1,1,0,0,1
112,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/16.jpg,1,1,1,1,1,0,0,1
113,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/17.jpg,1,1,1,1,1,1,1,1
114,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/18.jpg,1,1,1,1,1,1,1,1
115,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/19.jpg,1,1,1,1,1,0,1,1
116,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/20.jpg,1,1,1,1,1,1,1,1
117,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/21.jpg,1,1,1,1,1,1,0,1
118,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/22.jpg,1,1,1,1,1,1,1,1
119,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/23.jpg,1,1,1,1,1,1,1,1
120,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/24.jpg,0,1,1,1,1,1,1,1
121,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/25.jpg,1,1,1,1,1,1,1,1
122,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/26.jpg,1,1,1,1,1,1,0,1
123,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/27.jpg,1,1,1,1,1,1,1,1
124,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/28.png,1,1,0,0,0,1,1,1
125,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/29.jpg,0,1,1,0,1,1,1,1
126,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/30.jpg,0,1,0,1,0,1,1,1
127,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/31.jpg,0,1,0,0,0,1,1,1
128,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",shoulder/32.jpg,1,1,0,0,1,1,1,1
129,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/1.jpg,1,1,1,1,1,0,1,1
130,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/2.jpg,1,1,1,1,1,1,0,1
131,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/3.jpg,1,1,1,1,1,1,0,1
132,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/4.jpg,0,1,0,0,0,0,1,1
133,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/5.jpg,1,0,1,0,1,1,0,1
134,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/6.jpg,1,1,1,1,1,1,1,1
135,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/7.jpg,1,1,1,0,1,1,1,1
136,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/8.jpg,1,0,1,1,1,0,0,1
137,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/9.jpg,1,1,1,1,1,0,0,1
138,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/10.jpg,0,0,0,0,0,0,0,0
139,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/11.jpg,1,1,1,0,0,1,1,1
140,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/12.jpg,1,1,1,1,1,0,1,1
141,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/13.jpg,1,1,1,0,1,1,1,1
142,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/14.jpg,1,0,1,1,1,1,0,1
143,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/15.jpg,1,1,1,1,1,1,0,1
144,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/16.jpg,1,1,1,1,1,0,0,1
145,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/17.jpg,1,1,1,1,1,1,0,1
146,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/18.jpg,1,1,1,1,1,1,0,1
147,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/19.jpg,1,1,1,1,1,1,1,1
148,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/20.jpg,1,1,1,0,1,1,0,1
149,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/21.jpg,1,1,0,1,1,1,1,1
150,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/22.jpg,1,1,0,1,1,1,1,1
151,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/23.jpg,1,1,0,1,1,1,1,1
152,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/24.jpg,1,1,0,1,1,1,1,1
153,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/25.jpg,1,1,0,1,1,1,1,1
154,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/26.jpg,1,0,1,1,1,1,0,1
155,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/27.jpg,1,1,1,1,1,1,0,1
156,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/28.jpg,1,1,1,0,1,1,1,1
157,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/29.jpg,1,1,1,0,1,1,1,1
158,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",ankle/30.jpg,1,1,1,1,1,1,1,1
159,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/1.jpg,1,0,1,1,1,1,0,1
160,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/2.jpg,1,1,1,1,1,1,0,1
161,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/3.jpg,1,1,1,1,1,1,1,1
162,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/4.jpg,1,1,1,1,1,1,0,1
163,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/5.jpg,1,1,1,1,1,1,0,1
164,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/6.jpg,1,1,1,0,1,1,1,1
165,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/7.jpg,0,1,1,1,1,1,1,1
166,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/8.jpg,1,1,1,0,1,1,1,1
167,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/9.jpg,1,1,1,0,1,1,1,1
168,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/10.jpg,1,1,0,0,1,1,0,1
169,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/11.png,1,1,1,1,1,1,1,1
170,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/12.jpg,0,1,0,0,0,1,0,1
171,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/13.png,0,1,0,0,0,1,0,0
172,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/14.png,0,1,0,0,0,1,0,0
173,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/15.jpg,1,0,0,0,0,1,0,1
174,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/16.jpg,1,1,1,0,1,1,1,1
175,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/17.jpg,1,1,1,0,1,1,1,1
176,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/18.jpg,1,1,1,0,1,1,1,1
177,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/19.jpg,1,1,1,1,1,1,1,1
178,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/20.jpg,1,1,1,1,1,1,1,1
179,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/21.jpg,1,1,1,1,1,1,1,1
180,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/22.jpg,1,0,1,1,1,1,1,1
181,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",elbow/23.jpg,1,1,1,1,1,1,0,1
182,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",wrist/1.jpg,0,1,1,0,1,1,1,1
183,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",wrist/2.jpg,0,0,0,0,0,0,0,0
184,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",wrist/3.jpg,1,1,1,1,1,1,1,1
185,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",wrist/4.jpg,1,1,1,1,1,1,1,1
186,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",wrist/5.jpg,1,1,1,0,1,0,1,0
187,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",wrist/6.jpg,0,1,0,0,0,1,0,1
188,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",wrist/7.jpg,0,1,0,0,0,1,1,1
189,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",wrist/8.jpg,0,1,0,0,1,1,1,0
190,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",wrist/9.jpg,0,1,1,1,1,1,1,1
191,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",wrist/10.jpg,0,0,0,0,0,1,0,1
192,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/1.jpg,0,0,1,0,1,0,1,1
193,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/2.jpg,1,1,1,0,1,1,1,1
194,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/3.jpg,1,0,0,0,1,1,1,1
195,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/4.jpg,1,1,0,1,1,1,1,1
196,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/5.jpg,1,1,1,1,1,0,1,1
197,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/6.jpg,1,1,1,0,1,1,1,1
198,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/7.jpg,1,0,1,1,1,1,1,1
199,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/8.jpg,1,1,1,0,1,1,0,1
200,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/9.jpg,1,1,0,1,1,1,1,1
201,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/10.jpg,1,1,1,0,1,1,1,1
202,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/11.jpg,0,1,0,0,1,1,0,1
203,"Answer questions based on the patient's imaging pictures:
Judge based on the visual evidence visible in the image, output which specific joint or anatomical area is the target, and clearly describe the specific structural damage, lesion, or abnormality visible in the image. If no significant abnormalities are observed, output No significant structural damage.",spine/12.jpg,1,0,0,0,1,0,0,1
